FRANKLIN,FRANK
FRANCIS,FRANKIE
FRANCES,FRANNIE
FRANCINE,FRANNIE
FRANCES,FRANNY
FRANCINE,FRANNY
ALFRED,FRED
FERDINAND,FRED
FREDERICK,FRED
FRIEDA,FRED
WINNIFRED,FRED
ALFREDA,FREDA
FREDERICKA,FREDA
FERDINAND,FREDDIE
FREDERICK,FREDDIE
FRIEDA,FREDDIE
WINNIFRED,FREDDIE
ALFREDA,FREDDY
FERDINAND,FREDDY
FREDERICK,FREDDY
FRIEDA,FREDDY
WINNIFRED,FREDDY
GABRIELLA,GABBY
GABRIELLE,GABBY
GABRIEL,GABE
ABIGAIL,GAIL
EUGENE,GENE
GEOFFREY,GEOFF
JEFFREY,GEOFF
GEORGINE,GEORGE
GERALDINE,GERRIE
GERALD,GERRY
GERALDINE,GERRY
GERTRUDE,GERTIE
GILBERT,GIL
REGINA,GINA
MARGARETTA,GRETTA
AUGUSTINE,GUS
AUGUSTUS,GUS
GWENDOLYN,GWEN
HAROLD,HAL
HENRY,HAL
HENRY,HANK
JOHANNAH,HANNAH
HAROLD,HARRY
HENRY,HARRY
HARRIET,HATTIE
HENRIETTA,HENNY
HERBERT,HERB
HESTER,HETTY
HIPSBIBAH,HIPSIE
HUBERT,HUGH
IGNATIUS,IGGY
ISABEL,ISSY
ISABELLA,ISSY
ISABELLE,ISSY
ISADORA,ISSY
ISADORE,IZZY
JACOB,JAKE
BENJAMIN,JAMIE
JAMES,JAMIE
JANET,JAN
JACOB,JAY
GENEVIEVE,JEAN
JEBADIAH,JEB
GEOFFREY,JEFF
JEFFERSON,JEFF
JEFFREY,JEFF
JENNIFER,JENNIE
JENNIFER,JENNY
GENEVIEVE,JENNY
GERALD,JERRY
GERALDINE,JERRY
JEREMIAH,JERRY
JESSICA,JESSIE
JAMES,JIM
JAMES,JIMMIE
JAMES,JIMMY
JOAN,JO
JOANN,JO
JOANNA,JO
JOANNE,JO
JOHANNA,JO
JOHANNAH,JO
JOSOPHINE,JO
JOSEPH,JODY
JOSEPH,JOE
JOSHUA,JOE
JOSEPH,JOEY
JOSOPHINE,JOEY
JOHANN,JOHN
JONATHAN,JOHN
JONATHAN,JON
JOSOPHINE,JOSEY
JOSHUA,JOSH
JOYCE,JOY
JUDITH,JUDY
JULIA,JULIE
KATELIN,KATE
KATELYN,KATE
KATHERINE,KATE
KATHERINE,KATHY
KATHLEEN,KATHY
KATHRYN,KATHY
KATHERINE,KATY
KATHLEEN,KATY
KATELIN,KAY
KATELYN,KAY
KATHERINE,KAY
KATELIN,KAYE
KATELYN,KAYE
KATHERINE,KAYE
KENNETH,KEN
KENNETH,KENNY
KIMBERLEY,KIM
KIMBERLY,KIM
LAURENCE,LARRY
LAWRENCE,LARRY
ELIAS,LEE
AILEEN,LENA
ARLENE,LENA
CATHLEEN,LENA
DARLENE,LENA
KATHLEEN,LENA
MAGDELINA,LENA
LEONARD,LENNY
LEONARD,LEO
LEONARD,LEON
NAPOLEON,LEON
LESTER,LES
ELIZABETH,LIBBY
LILLIAN,LILLY
BELINDA,LINDA
MELINDA,LINDA
MELISSA,LISA
ELIZABETH,LIZ
ELIZABETH,LIZZIE
LOUISE,LOIS
LORETTA,LORIE
LORRAINE,LORIE
LOUIS,LOU
LOUISE,LOU
LUCINDA,LOU
LUCINDA,LUCY
LUCAS,LUKE
LUCIAS,LUKE
CAROLINE,LYNN
CAROLYN,LYNN
MADELINE,MADDY
MADELYN,MADDY
MAGDELINA,MADGE
MARGARETTA,MADGE
MADELINE,MADIE
MADELYN,MADIE
MADELINE,MAGGIE
MAGDELINA,MAGGIE
MARGARET,MAGGIE
MARGARET,MAGGY
AMANDA,MANDY
MARGARET,MARGE
MARGARETTA,MARGE
MARGARET,MARGIE
MARJORIE,MARGIE
MARGARET,MARGY
MARJORIE,MARGY
MARCUS,MARK
MARTIN,MARTY
MARVIN,MARV
MATHEW,MATT
MATTHEW,MATT
MADELINE,MAUD
MELINDA,MEL
MELISSA,MEL
MERVIN,MERV
MICHAEL,MICK
MICHAEL,MICKEY
MICHAEL,MIKE
MELINDA,MINDY
WILHELMINA,MINNIE
MELISSA,MISSY
MITCHELL,MITCH
LAMONT,MONTY
NATHANIEL,NAT
NATHAN,NATE
NATHANIEL,NATE
JONATHAN,NATHAN
CORNELIUS,NEIL
NEWTON,NEWT
NICHOLAS,NICK
NICHOLAS,NICKIE
ELEANOR,NORA
LENORA,NORA
OBEDIAH,OBIE
OLIVER,OLLIE
OSWALD,OZZY
PATRICIA,PAT
PATRICK,PAT
PATRICIA,PATSY
PATRICIA,PATTY
MARGARET,PEGGY
PENELOPE,PENNY
PETER,PETE
PHILIP,PHIL
PHILLIP,PHIL
PAULINA,POLLY
PRISCILLA,PRISSY
PRUDENCE,PRUDY
RANDOLPH,RANDY
RAYMOND,RAY
REBECCA,REBA
REGINALD,REGGIE
IRENE,RENA
ALDRICH,RICH
RICHARD,RICH
ALDRICH,RICHIE
RICHARD,RICHIE
DERICK,RICK
RICARDO,RICK
RICHARD,RICK
BRODERICK,RICKY
DERICK,RICKY
RICHARD,RICKY
ROBERT,ROB
ROBERTO,ROB
ROBERT,ROBBY
BRODERICK,ROD
AARON,RON
RONALD,RON
VERONICA,RON
AARON,RONNIE
RONALD,RONNIE
VERONICA,RONNIE
RONALD,RONNY
VERONICA,RONNY
ROSABEL,ROSE
ROSABELLA,ROSE
ROSALYN,ROSE
ROSEANN,ROSE
ROSEANNA,ROSE
ROXANNA,ROSE
ROXANNE,ROSE
ROSABEL,ROZ
ROSABELLA,ROZ
ROSALYN,ROZ
REUBEN,RUBE
RUDOLPH,RUDY
RUSSELL,RUSS
RUSSELL,RUSTY
SOLOMON,SAL
SAMUEL,SAM
SAMUEL,SAMMY
CASSANDRA,SANDRA
CASSANDRA,SANDY
SANDRA,SANDY
PRESCOTT,SCOTT
PRESCOTT,SCOTTY
MICHELLE,SHELLY
RACHEL,SHELLY
SHELTON,SHELLY
SHIRLEY,SHERRY
SYLVESTER,SLY
ESTELLA,STELLA
STEPHEN,STEPH
STEVEN,STEPH
STEPHEN,STEVE
STEVEN,STEVE
SUSAN,SUE
SUSANNAH,SUE
SULLIVAN,SULLY
SUSAN,SUSIE
SUSANNAH,SUSIE
TABITHA,TABBY
THEODORE,TED
THEODORE,TEDDY
TERENCE,TERRY
TERESA,TESS
THERESA,TESS
TERESA,TESSA
THERESA,TESSA
TERESA,TESSIE
THERESA,TESSIE
THADDEUS,THAD
THEODORE,THEO
THOMAS,THOM
MATILDA,TILLA
TIMOTHY,TIM
TIMOTHY,TIMMY
AUGUSTINA,TINA
CHRISTINA,TINA
MARTINA,TINA
LATISHA,TISH
TISHA,TISH
LATISHA,TISHA
TOBIAS,TOBY
THOM,TOM
THOMAS,TOM
THOM,TOMMY
THOMAS,TOMMY
ANTHONY,TONY
SHELTON,TONY
VICTORIA,TORI
VICTORIA,TORIE
VICTORIA,TORRI
VICTORIA,TORRIE
VICTORIA,TORY
PATRICIA,TRISHA
BEATRICE,TRIXIE
GERTRUDE,TRUDY
VALERI,VAL
VALERIE,VAL
SULLIVAN,VAN
VANESSA,VANNA
VICTOR,VIC
VINCENT,VIC
VINCENZON,VIC
VICTORIA,VICKI
VICTORIA,VICKIE
VICTORIA,VICKY
VINCENT,VIN
VINCENZO,VIN
VINCENT,VINCE
VINSON,VINCE
VINCENT,VINNIE
VINCENZO,VINNIE
OSWALD,WALDO
GWENDOLYN,WENDY
GILBERT,WILBER
WILBUR,WILL
WILLIAM,WILL
WILSON,WILL
WILBUR,WILLIE
WILLIAM,WILLIE
WILSON,WILLIE
WILHELMINA,WILMA
WINNIFRED,WINNIE
WINNIFRED,WINNY
ELWOOD,WOODY
ZACHARIAH,ZACH
